Ticker,CashAmount,ExDividendDate,RecordDate,PayDate,Frequency,DividendType,Currency
MICLF,5.5,2025-05-09,2025-05-09,2025-05-14,1,CD,SEK
SCTBF,2.25,2025-05-12,2025-05-12,2025-05-15,2,CD,SEK
PRXXF,3,2025-05-16,2025-05-16,2025-05-21,1,CD,SEK
PRXXF,2,2025-05-16,2025-05-16,2025-05-21,1,CD,SEK
FNBKY,1.535204,2025-05-20,2025-05-20,2025-06-05,1,CD,USD
TELNF,5,2025-05-23,2025-05-23,2025-06-03,2,CD,NOK
ALLDF,0.37,2025-05-27,2025-05-27,2025-05-28,1,CD,EUR
SCGLF,1.09,2025-05-27,2025-05-27,2025-05-28,1,CD,EUR
TMUS,0.88,2025-05-30,2025-05-30,2025-06-12,4,CD,USD
TSN,0.5,2025-05-30,2025-05-30,2025-06-13,4,CD,USD
ICE,0.48,2025-06-13,2025-06-13,2025-06-30,4,CD,USD
FKRAF,0.42,2025-09-11,2025-09-11,2025-09-18,2,CD,EUR
ICE,0.48,2025-09-16,2025-09-16,2025-09-30,4,CD,USD
CSMHF,0.5,2025-10-03,2025-10-03,2025-10-08,1,CD,SEK
TELNF,4.6,2025-10-17,2025-10-17,2025-10-28,2,CD,NOK
WLNTF,0.25,2025-11-03,2025-11-03,2025-11-06,2,CD,SEK
SCTBF,2.25,2025-11-20,2025-11-20,2025-11-25,2,CD,SEK
ICE,0.48,2025-12-16,2025-12-16,2025-12-31,4,CD,USD
LUXHP,0.2708333,2025-02-14,2025-02-15,2025-02-28,12,CD,USD
SABK,0.1,2025-02-14,2025-02-14,2025-02-28,1,CD,USD
PWP,0.07,2025-02-18,2025-02-18,2025-03-10,4,CD,USD
SBR,0.43951,2025-02-18,2025-02-18,2025-02-28,12,CD,USD
UI,0.6,2025-02-18,2025-02-18,2025-02-24,4,CD,USD
BANCPRF,0.4845,2025-02-19,2025-02-19,2025-03-03,4,CD,USD
BHLB,0.18,2025-02-20,2025-02-20,2025-03-06,4,CD,USD
AVIKF,5.74,2025-02-21,2025-02-21,2025-04-10,2,CD,THB
AVIVF,5.74,2025-02-21,2025-02-21,2025-04-14,2,CD,THB
AVIZF,5.74,2025-02-21,2025-02-21,2025-04-10,2,CD,THB
BBWI,0.2,2025-02-21,2025-02-21,2025-03-07,4,CD,USD
APMSF,0.5,2025-02-26,2025-02-26,2025-03-20,4,CD,EUR
AJMPF,0.048,2025-02-28,2025-02-28,2025-03-31,2,CD,GBP
KIM,0.25,2025-03-07,2025-03-07,2025-03-21,4,CD,USD
MMI,0.25,2025-03-12,2025-03-12,2025-04-04,2,CD,USD
AME,0.31,2025-03-14,2025-03-14,2025-03-31,4,CD,USD
BANC,0.1,2025-03-14,2025-03-14,2025-04-01,4,CD,USD
DNSKF,5.35,2025-03-25,2025-03-25,2025-03-26,0,SC,DKK
DNSKF,9.35,2025-03-25,2025-03-25,2025-03-26,2,CD,DKK
KNCRF,1.65,2025-03-31,2025-03-31,2025-04-08,1,CD,EUR
SPIZF,8.5,2025-03-31,2025-03-31,2025-04-07,1,CD,NOK
SKSBF,8,2025-04-09,2025-04-09,2025-04-14,1,CD,SEK
SAABF,1,2025-04-14,2025-04-14,2025-04-17,2,CD,SEK
IVCGF,0.33,2025-04-23,2025-04-23,2025-04-24,1,CD,EUR
VCISF,3.7,2025-04-23,2025-04-23,2025-04-24,0,CD,EUR
THLPF,4.15,2025-05-02,2025-05-02,2025-05-07,2,CD,SEK
LRLCF,7,2025-05-06,2025-05-06,2025-05-07,1,CD,EUR
SBBTF,2.25,2025-05-09,2025-05-09,2025-05-16,1,CD,NOK
SBSNF,2.25,2025-05-09,2025-05-09,2025-05-16,1,CD,NOK
NSKFF,10,2025-05-12,2025-05-12,2025-05-27,1,CD,NOK
APMSF,0.5,2025-05-16,2025-05-16,2025-06-12,4,CD,EUR
YRAIF,5,2025-06-02,2025-06-02,2025-06-11,1,CD,NOK
APMSF,0.5,2025-08-18,2025-08-18,2025-09-11,4,CD,EUR
THLPF,4.15,2025-10-06,2025-10-06,2025-10-09,2,CD,SEK
SAABF,1,2025-10-07,2025-10-07,2025-10-10,2,CD,SEK
NSKFF,12,2025-10-10,2025-10-10,2025-10-23,0,SC,NOK
APMSF,0.5,2025-11-18,2025-11-18,2025-12-12,4,CD,EUR
